No.,Label,Afiliation,Crop,Car_index,Cultivar,Part,Lane,Car_number,Sensor,Shoot_angle,Time_YYYY_MM_DD,Time_YYYY,Time_MM,Time_DD,Time_hh,Time_mm,Time_ss,Sorting,Area,Perim.,Width,Height,Major,Minor,Angle,Circ.,Feret,MinFeret,AR,Round,Solidity,R,G,B 
0,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-14,2023 ,6 ,14 ,6,3,48,A_1_1_VIS_SV000,283.577,643.533,90.861,126.231,27.99,12.9,100.577,0.009,126.535,67.551,2.17,0.461,0.044,85.41869743,109.4074833,90.29210697
1,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-16,2023 ,6 ,16 ,6,3,49,A_1_1_VIS_SV000,483.545,943.049,114.225,172.311,36.794,16.733,83.056,0.007,175.104,108.662,2.199,0.455,0.046,86.32889325,109.9149223,89.1170585
2,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-18,2023 ,6 ,18 ,6,3,49,A_1_1_VIS_SV000,722.159,1257.393,153.49,174.582,41.991,21.897,77.096,0.006,176.053,107.661,1.918,0.521,0.047,89.95770932,114.297577,90.48670806
3,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-20,2023 ,6 ,20 ,6,3,48,A_1_1_VIS_SV000,988.256,1619.437,174.907,232.344,50.649,24.843,92.109,0.005,236.318,163.831,2.039,0.49,0.045,89.10121564,114.5035823,90.88210594
4,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-22,2023 ,6 ,22 ,6,3,48,A_1_1_VIS_SV000,1069.128,1921.5,241.105,183.993,42.653,31.914,96.619,0.004,247.777,147.998,1.336,0.748,0.044,87.90349222,112.6360927,90.46886537
5,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-24,2023 ,6 ,24 ,6,3,48,A_1_1_VIS_SV000,1788.549,2647.648,203.138,251.489,60.782,37.466,82.903,0.003,265.996,181.255,1.622,0.616,0.058,88.28559233,112.3901587,87.54270758
6,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-26,2023 ,6 ,26 ,6,3,48,A_1_1_VIS_SV000,1882.583,3473.867,247.595,238.509,58.907,40.691,68.249,0.002,304.754,198.122,1.448,0.691,0.047,87.09541876,110.5564957,89.4787923
7,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-28,2023 ,6 ,28 ,6,3,48,A_1_1_VIS_SV000,3041.112,4258.943,271.284,261.549,74.427,52.025,76.085,0.002,297.194,216.929,1.431,0.699,0.066,87.22188623,111.3378502,85.92626614
8,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-06-30,2023 ,6 ,30 ,10,17,11,A_1_1_VIS_SV000,3936.703,4803.623,264.794,332.939,82.777,60.553,96.361,0.002,354.037,259.322,1.367,0.732,0.07,83.32964362,105.3466045,82.84504688
9,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-02,2023 ,7 ,2 ,6,3,48,A_1_1_VIS_SV000,5246.971,6412.712,302.436,360.522,95.252,70.137,108.166,0.002,401.702,251.522,1.358,0.736,0.085,86.7365991,110.0691476,85.57603247
10,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-04,2023 ,7 ,4 ,6,3,50,A_1_1_VIS_SV000,6449.937,7725.927,379.668,322.231,99.37,82.643,145.071,0.001,386.381,270.72,1.202,0.832,0.088,87.09795543,110.2729522,85.78180525
11,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-06,2023 ,7 ,6 ,6,3,48,A_1_1_VIS_SV000,8000.504,8427.016,374.8,387.456,108.904,93.537,107.151,0.001,420.182,309.078,1.164,0.859,0.097,85.72463107,108.9393223,84.15980969
12,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-08,2023 ,7 ,8 ,6,3,48,A_1_1_VIS_SV000,9525.588,9600.778,371.879,271.284,123.584,98.138,168.875,0.001,374.348,271.284,1.259,0.794,0.127,84.83063449,107.1339239,83.04368292
13,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-10,2023 ,7 ,10 ,6,3,48,A_1_1_VIS_SV000,11164.503,10260.682,343.323,291.727,132.882,106.975,143.715,0.001,368.032,291.727,1.242,0.805,0.139,83.29421151,104.8024617,81.37242071
14,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-12,2023 ,7 ,12 ,6,3,47,A_1_1_VIS_SV000,13486.931,11893.693,343.972,361.495,142.572,120.445,117.102,0.001,392.434,342.46,1.184,0.845,0.146,83.47662639,104.7804302,81.27543788
15,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-14,2023 ,7 ,14 ,6,3,48,A_1_1_VIS_SV000,15398.578,13017.181,351.111,423.151,155.542,126.05,109.07,0.001,452.039,350.329,1.234,0.81,0.142,81.78670332,102.7399093,79.82723357
16,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-16,2023 ,7 ,16 ,6,3,48,A_1_1_VIS_SV000,16893.335,14246.354,367.012,458.522,165.413,130.034,111.092,0.001,499.454,343.107,1.272,0.786,0.131,80.45434632,101.0208698,78.48409632
17,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-18,2023 ,7 ,18 ,6,3,48,A_1_1_VIS_SV000,20486.122,15914.276,422.177,482.21,183.985,141.771,122.439,0.001,529.092,379.482,1.298,0.771,0.137,82.98696793,103.9352106,79.61141902
18,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-20,2023 ,7 ,20 ,6,3,49,A_1_1_VIS_SV000,21757.008,17243.031,433.535,478.641,194.792,142.213,118.053,0.0009196,538.776,399.785,1.37,0.73,0.149,83.44322957,104.3580723,80.27137108
19,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-22,2023 ,7 ,22 ,6,3,48,A_1_1_VIS_SV000,25088.226,18361.063,427.369,469.879,208.687,153.068,119.601,0.0009352,540.766,402.169,1.363,0.733,0.172,83.21462286,104.1688273,79.7077562
20,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-24,2023 ,7 ,24 ,6,3,48,A_1_1_VIS_SV000,28558.758,19793.519,423.475,467.283,225.57,161.201,111.547,0.000916,548.145,415.472,1.399,0.715,0.187,81.96345341,102.6220574,78.29109249
21,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-26,2023 ,7 ,26 ,6,3,48,A_1_1_VIS_SV000,31367.68,20564.752,429.316,456.899,232.741,171.601,106.434,0.0009321,532.135,410.733,1.356,0.737,0.205,82.17705651,102.6740488,77.87486269
22,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-28,2023 ,7 ,28 ,6,3,48,A_1_1_VIS_SV000,35229.092,22474.476,428.343,471.177,248.534,180.479,101.131,0.0008765,531.627,414.313,1.377,0.726,0.22,82.8883225,103.3315515,77.98997729
23,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-07-30,2023 ,7 ,30 ,6,3,48,A_1_1_VIS_SV000,36698.05,21621.937,406.601,481.561,257.16,181.698,95.149,0.0009864,543.576,398.74,1.415,0.707,0.226,83.15307471,103.4875917,77.26708342
24,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-01,2023 ,8 ,1 ,6,3,48,A_1_1_VIS_SV000,39164.531,22276.362,401.085,489.998,270.705,184.207,92.431,0.0009918,536.953,401.085,1.47,0.68,0.242,83.87915417,104.2691021,77.25836868
25,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-03,2023 ,8 ,3 ,10,10,17,A_1_1_VIS_SV000,41905.533,20962.927,408.548,492.919,286.393,186.303,91.07,0.001,545.69,408.548,1.537,0.651,0.252,83.20070828,101.6782578,74.94363027
26,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-05,2023 ,8 ,5 ,6,3,49,A_1_1_VIS_SV000,42013.678,21623.294,397.191,486.429,291.45,183.543,91.705,0.001,555.876,397.191,1.588,0.63,0.25,85.08103072,105.5633867,76.63019201
27,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-07,2023 ,8 ,7 ,6,3,49,A_1_1_VIS_SV000,44836.499,22634.236,401.409,475.72,302.323,188.83,93.021,0.001,567.104,401.409,1.601,0.625,0.258,87.08544377,107.7419696,77.49027973
28,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-09,2023 ,8 ,9 ,6,3,47,A_1_1_VIS_SV000,46620.52,21939.487,426.071,489.674,312.459,189.974,94.444,0.001,594.179,424.316,1.645,0.608,0.245,86.87480775,107.3385869,76.75384202
29,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-11,2023 ,8 ,11 ,6,3,48,A_1_1_VIS_SV000,47498.841,22407.192,415.363,504.276,321.568,188.071,93.855,0.001,588.279,415.363,1.71,0.585,0.25,87.71104578,108.3633149,77.32101121
30,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-13,2023 ,8 ,13 ,6,3,48,A_1_1_VIS_SV000,46489.735,22258.798,422.502,517.905,327.665,180.65,92.806,0.001,588.937,422.502,1.814,0.551,0.242,91.05490207,111.8292173,79.08725306
31,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-15,2023 ,8 ,15 ,6,3,48,A_1_1_VIS_SV000,47062.471,22478.908,425.098,526.343,343.24,174.577,93.243,0.001,580.024,425.098,1.966,0.509,0.243,93.16400862,113.7436826,80.32927401
32,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-17,2023 ,8 ,17 ,6,3,49,A_1_1_VIS_SV000,48039.565,22808.986,444.243,523.422,356.102,171.765,93.072,0.001,572.41,436.183,2.073,0.482,0.248,96.03259136,116.5130668,82.29548448
33,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-19,2023 ,8 ,19 ,6,7,5,A_1_1_VIS_SV000,48719.498,23825.766,448.138,523.747,366.717,169.154,92.883,0.001,571.401,444.801,2.168,0.461,0.252,97.45406212,117.6796943,83.48489001
34,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-21,2023 ,8 ,21 ,6,3,48,A_1_1_VIS_SV000,49390.269,24165.82,456.25,524.396,376.08,167.214,92.644,0.001,569.816,454.506,2.249,0.445,0.259,96.75561088,116.3841686,83.05517548
35,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-25,2023 ,8 ,25 ,6,3,48,A_1_1_VIS_SV000,50290.809,23868.48,448.138,520.501,369.339,173.37,90.393,0.001,561.494,441.785,2.13,0.469,0.262,98.30226666,117.2373175,83.61218168
36,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-27,2023 ,8 ,27 ,6,3,48,A_1_1_VIS_SV000,50233.525,24223.248,439.051,522.448,369.323,173.18,90.265,0.001,567.137,439.051,2.133,0.469,0.264,100.704863,119.3608754,84.7737853
37,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-29,2023 ,8 ,29 ,6,3,43,A_1_1_VIS_SV000,50562.066,24783.627,462.091,529.263,369.025,174.453,91.007,0.001,570.705,462.091,2.115,0.473,0.26,102.1314925,120.0962577,84.91991291
38,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-08-31,2023 ,8 ,31 ,6,3,47,A_1_1_VIS_SV000,50097.475,24067.64,393.621,530.886,380.58,167.602,89.026,0.001,574.479,379.526,2.271,0.44,0.3,103.5788163,121.0883408,85.21964764
39,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-02,2023 ,9 ,2 ,6,3,48,A_1_1_VIS_SV000,49374.369,24047.249,380.641,531.859,381.417,164.821,87.927,0.001,569.788,364.004,2.314,0.432,0.308,109.6621667,126.3455537,88.04193372
40,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-06,2023 ,9 ,6 ,6,3,48,A_1_1_VIS_SV000,46481.838,23031.942,377.072,532.184,372.688,158.799,87.094,0.001,569.748,358.084,2.347,0.426,0.295,120.3810104,135.0052097,93.08850802
41,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-10,2023 ,9 ,10 ,6,3,46,A_1_1_VIS_SV000,44594.832,22902.97,344.946,528.939,370.495,153.254,87.062,0.001,558.337,322.925,2.418,0.414,0.313,138.0513267,149.0508694,101.3852459
42,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-12,2023 ,9 ,12 ,6,3,47,A_1_1_VIS_SV000,43787.063,22494.95,363.442,534.455,367.156,151.847,86.156,0.001,564.541,330.947,2.418,0.414,0.298,142.5920504,152.1952902,103.947786
43,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-14,2023 ,9 ,14 ,6,3,47,A_1_1_VIS_SV000,42724.464,22837.376,370.257,525.694,360.779,150.78,85.881,0.001,552.41,333.653,2.393,0.418,0.294,146.6767387,154.76023,105.9799523
44,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-16,2023 ,9 ,16 ,6,3,48,A_1_1_VIS_SV000,41788.332,23091.819,369.283,528.939,360.837,147.453,85.936,0.0009848,554.614,347.972,2.447,0.409,0.287,151.5899982,158.2339792,108.8844234
45,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-18,2023 ,9 ,18 ,6,3,49,A_1_1_VIS_SV000,41784.015,23905.751,361.82,531.535,356.193,149.36,86.398,0.0009188,553.796,337.629,2.385,0.419,0.29,154.0748196,159.5969455,110.5947243
46,2023,RDA,RICE,A_1_1,둔내벼,A,1,1,VIS,SV000,2023-09-20,2023 ,9 ,20 ,6,3,49,A_1_1_VIS_SV000,40749.215,23903.583,354.681,537.051,354.764,146.248,86.556,0.0008962,555.21,343.476,2.426,0.412,0.279,157.7737636,161.9551303,112.9803202
141,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-14,2023 ,6 ,14 ,6,5,26,A_1_2_VIS_SV000,272.415,496.834,62.629,106.437,33.365,10.396,106.051,0.014,111.659,51.238,3.21,0.312,0.08,83.57289393,107.0429943,86.06918376
142,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-16,2023 ,6 ,16 ,6,5,26,A_1_2_VIS_SV000,408.57,709.62,82.424,137.264,36.077,14.419,91.112,0.01,139.52,68.771,2.502,0.4,0.06,84.75624061,108.337458,86.73270868
143,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-18,2023 ,6 ,18 ,6,5,27,A_1_2_VIS_SV000,660.873,1004.894,84.371,156.41,50.872,16.54,84.951,0.008,159.941,78.262,3.076,0.325,0.083,85.46759915,108.6511154,86.84180241
144,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-20,2023 ,6 ,20 ,6,5,25,A_1_2_VIS_SV000,984.676,1370.342,92.808,177.178,56.16,22.324,86.649,0.007,178.507,87.578,2.516,0.398,0.088,86.34379719,111.3659833,86.52709374
145,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-22,2023 ,6 ,22 ,6,5,26,A_1_2_VIS_SV000,1175.482,1646.227,129.476,214.496,62.688,23.875,92.486,0.005,216.388,110.748,2.626,0.381,0.069,82.29926559,106.0116179,84.74551126
146,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-24,2023 ,6 ,24 ,6,5,27,A_1_2_VIS_SV000,1775.491,2095.147,144.079,218.39,72.18,31.319,88.443,0.005,220.291,130.493,2.305,0.434,0.092,85.43759866,109.1206366,87.00017901
147,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-26,2023 ,6 ,26 ,6,5,26,A_1_2_VIS_SV000,2577.469,2682.102,197.622,252.138,85.204,38.516,84.399,0.005,256.256,170.189,2.212,0.452,0.09,85.61672436,109.4258777,85.28302841
148,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-28,2023 ,6 ,28 ,6,5,26,A_1_2_VIS_SV000,3002.677,3594.656,219.363,271.933,89.88,42.536,87.609,0.003,274.019,199.89,2.113,0.473,0.083,83.21965212,106.4273489,84.53308884
149,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-06-30,2023 ,6 ,30 ,10,18,54,A_1_2_VIS_SV000,3872.469,4335.454,232.993,245.648,87.434,56.392,85.679,0.003,246.819,209.894,1.55,0.645,0.109,85.92246071,108.0309636,85.004735
150,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-02,2023 ,7 ,2 ,6,5,26,A_1_2_VIS_SV000,4980.979,5037.275,235.264,309.9,108.15,58.641,94.496,0.002,311.949,223.001,1.844,0.542,0.109,88.28292812,111.7902919,86.61139931
151,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-04,2023 ,7 ,4 ,6,5,29,A_1_2_VIS_SV000,5799.068,5181.351,242.403,325.476,99.537,74.179,101.32,0.003,326.642,238.058,1.342,0.745,0.11,85.82068411,107.8893155,87.19168356
152,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-06,2023 ,7 ,6 ,6,5,25,A_1_2_VIS_SV000,7410.71,6524.189,339.429,331.966,99.999,94.357,61.3,0.002,352.634,263.264,1.06,0.944,0.106,86.65174903,109.1812318,84.5818294
153,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-08,2023 ,7 ,8 ,6,5,26,A_1_2_VIS_SV000,8668.433,6595.663,370.581,353.383,110.452,99.926,71.461,0.003,399.922,287.667,1.105,0.905,0.105,85.88482106,108.3400177,84.3430411
154,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-10,2023 ,7 ,10 ,6,5,26,A_1_2_VIS_SV000,10239.744,7817.258,355.979,392.323,126.714,102.891,76.512,0.002,442.994,318.3,1.232,0.812,0.107,83.77035031,105.308493,82.13961492
155,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-12,2023 ,7 ,12 ,6,5,25,A_1_2_VIS_SV000,12541.428,9514.304,373.177,405.628,141.041,113.217,86.035,0.002,454.38,323.233,1.246,0.803,0.125,83.86634473,105.752192,82.24343959
156,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-14,2023 ,7 ,14 ,6,5,26,A_1_2_VIS_SV000,14390.735,10848.794,386.807,387.78,146.182,125.343,82.047,0.002,437.315,327.019,1.166,0.857,0.136,82.41233143,104.0979252,82.09770296
157,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-16,2023 ,7 ,16 ,6,5,26,A_1_2_VIS_SV000,15905.079,11992.613,374.476,379.019,159.224,127.186,91.141,0.001,426.396,352.969,1.252,0.799,0.145,80.16960699,101.1406283,78.7109762
158,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-18,2023 ,7 ,18 ,6,5,27,A_1_2_VIS_SV000,18352.921,12827.045,361.495,429.316,168.556,138.635,92.606,0.001,469.104,360.74,1.216,0.822,0.145,81.79199639,103.5154002,79.28289566
159,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-20,2023 ,7 ,20 ,6,5,28,A_1_2_VIS_SV000,20808.135,14330.048,424.449,457.224,177.82,148.992,84.56,0.001,513.658,399.8,1.193,0.838,0.146,82.70396838,104.3067475,79.82046052
160,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-22,2023 ,7 ,22 ,6,5,26,A_1_2_VIS_SV000,22627.326,14668.206,431.912,462.091,188.662,152.707,77.588,0.001,531.556,427.043,1.235,0.809,0.148,83.35377773,105.0495512,80.80869807
161,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-24,2023 ,7 ,24 ,6,5,27,A_1_2_VIS_SV000,25526.807,15068.943,433.21,465.985,212.76,152.762,87.56,0.001,521.005,425.396,1.393,0.718,0.163,81.55539452,102.6505537,78.20927046
162,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-26,2023 ,7 ,26 ,6,5,26,A_1_2_VIS_SV000,27015.351,15640.297,445.541,465.012,224.09,153.496,87.679,0.001,525.462,437.332,1.46,0.685,0.167,80.71505635,101.4531546,77.04924411
163,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-28,2023 ,7 ,28 ,6,5,27,A_1_2_VIS_SV000,28844.02,16460.811,451.707,458.197,237.342,154.736,86.409,0.001,533.421,441.589,1.534,0.652,0.173,81.90126139,102.6998605,77.64477408
164,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-07-30,2023 ,7 ,30 ,6,5,27,A_1_2_VIS_SV000,31862.913,17001.074,446.839,452.356,253.2,160.225,86.582,0.001,545.532,435.053,1.58,0.633,0.192,81.29607403,102.0396562,76.45610931
165,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-01,2023 ,8 ,1 ,6,5,26,A_1_2_VIS_SV000,33805.94,16502.707,441.323,462.416,265.299,162.243,86.359,0.002,548.201,419.479,1.635,0.612,0.205,81.51584061,102.1650222,75.84252212
166,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-03,2023 ,8 ,3 ,10,12,3,A_1_2_VIS_SV000,35346.714,15100.587,424.124,478.316,278.103,161.828,85.97,0.002,548.94,412.199,1.719,0.582,0.216,81.59088336,100.3012996,74.31532281
167,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-05,2023 ,8 ,5 ,6,5,26,A_1_2_VIS_SV000,33732.86,14438.99,423.475,489.349,281.729,152.451,86.704,0.002,541.185,408.468,1.848,0.541,0.202,84.41935627,105.0102425,77.23776023
168,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-07,2023 ,8 ,7 ,6,5,26,A_1_2_VIS_SV000,35087.145,15269.948,426.071,499.733,296.458,150.694,88.291,0.002,534.697,404.124,1.967,0.508,0.208,86.41716171,106.8289194,77.86551842
169,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-09,2023 ,8 ,9 ,6,5,26,A_1_2_VIS_SV000,35623.973,14481.337,424.124,505.574,303.996,149.205,88.011,0.002,543.3,411.87,2.037,0.491,0.213,86.43776079,106.4378402,77.0688137
170,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-11,2023 ,8 ,11 ,6,5,27,A_1_2_VIS_SV000,36821.463,14690.446,431.912,502.329,309.83,151.317,87.909,0.002,546.847,422.968,2.048,0.488,0.217,87.17096346,107.6314934,77.53063726
171,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-13,2023 ,8 ,13 ,6,5,27,A_1_2_VIS_SV000,37693.782,14990.791,458.846,500.382,314.065,152.813,88.972,0.002,538.591,427.569,2.055,0.487,0.219,89.43261796,110.1283094,78.83887786
172,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-15,2023 ,8 ,15 ,6,5,27,A_1_2_VIS_SV000,38777.126,15195.924,427.694,501.031,323.682,152.534,88.975,0.002,526.249,406.456,2.122,0.471,0.238,91.18367869,111.731357,79.41604071
173,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-17,2023 ,8 ,17 ,6,5,26,A_1_2_VIS_SV000,39024.163,15408.758,430.29,501.68,326.142,152.348,88.687,0.002,523.882,409.295,2.141,0.467,0.24,90.83087056,111.1138805,78.98348025
174,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-19,2023 ,8 ,19 ,6,58,3,A_1_2_VIS_SV000,39792.339,14686.889,429.641,501.356,333.046,152.127,89.253,0.002,541.517,400.328,2.189,0.457,0.245,89.69038011,109.3111866,78.07878354
175,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-21,2023 ,8 ,21 ,6,5,26,A_1_2_VIS_SV000,41065.647,15788.234,431.588,506.548,344.611,151.726,89.025,0.002,538.306,396.636,2.271,0.44,0.252,89.33160862,108.7995622,77.82209922
176,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-25,2023 ,8 ,25 ,6,5,26,A_1_2_VIS_SV000,43671.442,17590.602,432.561,529.912,361.618,153.765,89.115,0.002,544.504,395.376,2.352,0.425,0.261,91.05576372,110.0921161,78.80878456
177,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-27,2023 ,8 ,27 ,6,5,26,A_1_2_VIS_SV000,44723.826,18463.02,428.018,531.21,370.894,153.532,88.821,0.002,542.54,390.668,2.416,0.414,0.265,93.69827931,112.6915042,80.64198927
178,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-29,2023 ,8 ,29 ,6,5,27,A_1_2_VIS_SV000,44878.199,17793.332,427.694,531.21,372.932,153.22,88.927,0.002,554.73,388.179,2.434,0.411,0.265,94.5822648,113.1996551,80.67337833
179,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-08-31,2023 ,8 ,31 ,6,5,27,A_1_2_VIS_SV000,45442.721,18142.513,425.098,531.859,377.501,153.27,88.326,0.002,556.669,388.954,2.463,0.406,0.269,96.05360783,114.5882905,81.43247009
180,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-09-02,2023 ,9 ,2 ,6,5,27,A_1_2_VIS_SV000,45539.704,18179.444,418.932,531.859,379.874,152.637,88.164,0.002,567.856,389.024,2.489,0.402,0.27,99.31681513,117.5568283,82.93939379
181,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-09-06,2023 ,9 ,6 ,6,5,27,A_1_2_VIS_SV000,45217.902,18740.948,415.363,530.237,380.87,151.163,86.846,0.002,555.124,382.642,2.52,0.397,0.278,103.7696505,121.205194,84.9168025
182,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-09-10,2023 ,9 ,10 ,6,5,27,A_1_2_VIS_SV000,43886.362,18449.231,417.959,528.939,373.597,149.567,87.045,0.002,551.349,381.047,2.498,0.4,0.271,115.2989627,131.3618819,90.64859083
183,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-09-12,2023 ,9 ,12 ,6,5,26,A_1_2_VIS_SV000,43152.41,19061.508,411.144,528.29,377.616,145.5,86.637,0.001,551.738,373.862,2.595,0.385,0.271,119.0441465,134.4782032,92.57996796
184,2023,RDA,RICE,A_1_2,삼천벼,A,1,2,VIS,SV000,2023-09-14,2023 ,9 ,14 ,6,5,25,A_1_2_VIS_SV000,43170.311,19105.457,418.283,527.965,373.388,147.209,87.353,0.001,554.921,375.996,2.536,0.394,0.264,122.0609558,136.4774424,93.79365879
